task_id,epoch,evaluation_exact_match_mean,evaluation_exact_match_std,train_loss_mean,validation_loss_mean,learning_rate_mean,checkpoint_epoch_mean,best_evaluation_epoch_mean,reported_iid_accuracy_mean
S1.4_count_symbol,84,0.992,0.008055,4.9e-05,0.030384,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,85,0.992,0.008055,4.8e-05,0.030432,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,86,0.992,0.008055,4.7e-05,0.030445,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,87,0.992,0.008055,4.6e-05,0.030495,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,88,0.992,0.008055,4.6e-05,0.03052,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,89,0.992,0.008055,4.5e-05,0.030569,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,90,0.992,0.008055,4.4e-05,0.030589,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,91,0.992,0.008055,4.3e-05,0.030611,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,92,0.992,0.008055,4.2e-05,0.030629,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,93,0.992,0.008055,4.2e-05,0.03063,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,94,0.992,0.008055,4.1e-05,0.030674,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,95,0.992,0.008055,4e-05,0.030699,0.004125,161.2,14.0,0.991333
S1.4_count_symbol,96,0.992,0.008055,4e-05,0.030781,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,97,0.992,0.008055,3.9e-05,0.030758,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,98,0.992,0.008055,3.9e-05,0.03078,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,99,0.992,0.008055,3.8e-05,0.030813,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,100,0.992,0.008055,3.8e-05,0.03084,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,101,0.992,0.008055,3.7e-05,0.030829,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,102,0.992,0.008055,3.7e-05,0.030833,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,103,0.992,0.008055,3.6e-05,0.030853,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,104,0.992,0.008055,3.6e-05,0.030887,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,105,0.992,0.008055,3.5e-05,0.030881,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,106,0.992,0.008055,3.5e-05,0.030907,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,107,0.992,0.008055,3.4e-05,0.030925,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,108,0.992,0.008055,3.4e-05,0.030951,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,109,0.992,0.008055,3.3e-05,0.030965,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,110,0.992,0.008055,3.3e-05,0.031,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,111,0.992,0.008055,3.3e-05,0.030991,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,112,0.992,0.008055,3.2e-05,0.031006,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,113,0.992,0.008055,3.2e-05,0.03103,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,114,0.992,0.008055,3.2e-05,0.031039,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,115,0.992,0.008055,3.1e-05,0.031044,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,116,0.992,0.008055,3.1e-05,0.031052,0.0040625,161.2,14.0,0.991333
S1.4_count_symbol,117,0.992,0.008055,3e-05,0.031083,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,118,0.992,0.008055,3e-05,0.031096,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,119,0.992,0.008055,3e-05,0.031103,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,120,0.992,0.008055,3e-05,0.031106,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,121,0.992,0.008055,2.9e-05,0.031124,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,122,0.992,0.008055,2.9e-05,0.03112,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,123,0.992,0.008055,2.9e-05,0.031122,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,124,0.992,0.008055,2.8e-05,0.031136,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,125,0.992,0.008055,2.8e-05,0.031159,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,126,0.992,0.008055,2.8e-05,0.031161,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,127,0.992,0.008055,2.7e-05,0.03116,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,128,0.992,0.008055,2.7e-05,0.031159,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,129,0.992,0.008055,2.7e-05,0.031162,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,130,0.992,0.008055,2.7e-05,0.031169,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,131,0.992,0.008055,2.7e-05,0.031187,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,132,0.992,0.008055,2.6e-05,0.031193,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,133,0.992,0.008055,2.6e-05,0.031213,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,134,0.992,0.008055,2.6e-05,0.031222,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,135,0.992,0.008055,2.6e-05,0.031219,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,136,0.992,0.008055,2.6e-05,0.031233,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,137,0.992,0.008055,2.5e-05,0.031229,0.00403125,161.2,14.0,0.991333
S1.4_count_symbol,138,0.992,0.008055,2.5e-05,0.031229,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,139,0.992,0.008055,2.5e-05,0.03124,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,140,0.992,0.008055,2.5e-05,0.031241,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,141,0.992,0.008055,2.5e-05,0.031251,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,142,0.992,0.008055,2.4e-05,0.031261,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,143,0.992,0.008055,2.4e-05,0.031267,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,144,0.992,0.008055,2.4e-05,0.031266,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,145,0.992,0.008055,2.4e-05,0.031274,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,146,0.992,0.008055,2.4e-05,0.031273,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,147,0.992,0.008055,2.4e-05,0.031283,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,148,0.992,0.008055,2.4e-05,0.031287,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,149,0.992,0.008055,2.4e-05,0.031289,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,150,0.992,0.008055,2.3e-05,0.031293,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,151,0.992,0.008055,2.3e-05,0.031296,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,152,0.992,0.008055,2.3e-05,0.031294,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,153,0.992,0.008055,2.3e-05,0.031302,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,154,0.992,0.008055,2.3e-05,0.031303,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,155,0.992,0.008055,2.2e-05,0.031307,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,156,0.992,0.008055,2.2e-05,0.031324,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,157,0.992,0.008055,2.2e-05,0.031325,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,158,0.992,0.008055,2.2e-05,0.031329,0.00401563,161.2,14.0,0.991333
S1.4_count_symbol,159,0.992,0.008055,2.2e-05,0.031332,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,160,0.992,0.008055,2.2e-05,0.031335,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,161,0.992,0.008055,2.2e-05,0.031332,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,162,0.992,0.008055,2.2e-05,0.031331,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,163,0.992,0.008055,2.2e-05,0.031336,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,164,0.992,0.008055,2.1e-05,0.031336,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,165,0.992,0.008055,2.1e-05,0.031339,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,166,0.992,0.008055,2.1e-05,0.031345,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,167,0.992,0.008055,2.1e-05,0.031351,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,168,0.992,0.008055,2.1e-05,0.031348,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,169,0.992,0.008055,2.1e-05,0.03135,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,170,0.992,0.008055,2.1e-05,0.031352,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,171,0.992,0.008055,2e-05,0.031355,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,172,0.992,0.008055,2e-05,0.031357,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,173,0.992,0.008055,2e-05,0.031362,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,174,0.992,0.008055,2e-05,0.031362,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,175,0.992,0.008055,2e-05,0.031364,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,176,0.992,0.008055,2e-05,0.031369,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,177,0.992,0.008055,2e-05,0.031375,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,178,0.992,0.008055,2e-05,0.03137,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,179,0.992,0.008055,2e-05,0.031373,0.00400781,161.2,14.0,0.991333
S1.4_count_symbol,180,0.992,0.008055,2e-05,0.031378,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,181,0.992,0.008055,2e-05,0.031379,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,182,0.992,0.008055,2e-05,0.031382,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,183,0.992,0.008055,2e-05,0.031381,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,184,0.992,0.008055,1.9e-05,0.031382,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,185,0.992,0.008055,1.9e-05,0.031385,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,186,0.992,0.008055,1.9e-05,0.031382,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,187,0.992,0.008055,1.9e-05,0.031383,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,188,0.992,0.008055,1.9e-05,0.031385,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,189,0.992,0.008055,1.9e-05,0.031387,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,190,0.992,0.008055,1.9e-05,0.031389,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,191,0.992,0.008055,1.9e-05,0.031386,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,192,0.992,0.008055,1.9e-05,0.031387,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,193,0.992,0.008055,1.9e-05,0.031389,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,194,0.992,0.008055,1.9e-05,0.03139,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,195,0.992,0.008055,1.9e-05,0.031394,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,196,0.992,0.008055,1.9e-05,0.031392,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,197,0.992,0.008055,1.9e-05,0.031395,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,198,0.992,0.008055,1.9e-05,0.031398,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,199,0.992,0.008055,1.8e-05,0.031401,0.00400391,161.2,14.0,0.991333
S1.4_count_symbol,200,0.992,0.008055,1.8e-05,0.0314,0.00400391,161.2,14.0,0.991333
S2.2_balanced_parens,1,0.972,0.008844,0.341475,0.08969,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,2,0.972,0.008844,0.133673,0.082389,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,3,0.972,0.008844,0.120492,0.09328,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,4,0.973333,0.01075,0.108101,0.071848,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,5,0.970667,0.007424,0.091127,0.066333,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,6,0.973333,0.008944,0.075527,0.053091,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,7,0.978667,0.01147,0.060294,0.044482,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,8,0.976667,0.010541,0.048073,0.06063,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,9,0.974667,0.015578,0.05258,0.040937,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,10,0.988,0.007775,0.040734,0.045941,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,11,0.989333,0.004422,0.028919,0.031521,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,12,0.991333,0.006864,0.022484,0.02422,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,13,0.995333,0.003399,0.021424,0.024928,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,14,0.992,0.005812,0.015184,0.021585,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,15,0.996667,0.003651,0.012329,0.013482,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,16,0.995333,0.003399,0.009501,0.020275,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,17,0.994,0.008794,0.009061,0.00871,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,18,0.996,0.003887,0.008616,0.012793,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,19,0.996667,0.003651,0.007141,0.010787,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,20,0.997333,0.002495,0.005357,0.008335,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,21,0.996667,0.002982,0.004328,0.010516,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,22,0.997333,0.002495,0.003285,0.008337,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,23,0.997333,0.002495,0.00237,0.00602,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,24,0.995333,0.002667,0.001619,0.006601,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,25,0.997333,0.002495,0.001568,0.00495,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,26,0.997333,0.002495,0.001944,0.005144,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,27,0.995333,0.004989,0.00158,0.012584,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,28,0.996667,0.002982,0.002704,0.003291,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,29,0.996667,0.002982,0.002009,0.008612,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,30,0.995333,0.003399,0.002068,0.004259,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,31,0.996667,0.002982,0.001884,0.00303,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,32,0.996667,0.002982,0.000816,0.003345,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,33,0.996667,0.002108,0.000588,0.003861,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,34,0.997333,0.002495,0.000749,0.003122,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,35,0.996667,0.002982,0.000391,0.003047,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,36,0.997333,0.002495,0.000303,0.003076,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,37,0.997333,0.002495,0.000229,0.003555,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,38,0.997333,0.002495,0.000178,0.002938,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,39,0.997333,0.002495,0.000152,0.002964,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,40,0.997333,0.002495,0.000135,0.003062,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,41,0.997333,0.002495,0.000124,0.003378,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,42,0.997333,0.002495,0.000121,0.003236,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,43,0.997333,0.002495,0.000107,0.003178,0.005,90.8,14.4,0.996667
S2.2_balanced_parens,44,0.996667,0.002108,9.8e-05,0.003572,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,45,0.997333,0.002495,9.1e-05,0.002744,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,46,0.997333,0.002495,9e-05,0.00301,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,47,0.996667,0.002108,8.1e-05,0.003474,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,48,0.997333,0.002495,7.7e-05,0.002418,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,49,0.997333,0.002495,7.2e-05,0.003251,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,50,0.997333,0.002495,6.9e-05,0.003958,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,51,0.997333,0.002495,6.5e-05,0.003603,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,52,0.997333,0.002495,6.1e-05,0.003294,0.0045,90.8,14.4,0.996667
S2.2_balanced_parens,53,0.997333,0.002495,5.9e-05,0.003488,0.004,90.8,14.4,0.996667
S2.2_balanced_parens,54,0.997333,0.002495,5.6e-05,0.003872,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,55,0.997333,0.002495,5.3e-05,0.004078,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,56,0.997333,0.002495,5.1e-05,0.003942,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,57,0.997333,0.002495,5e-05,0.003856,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,58,0.997333,0.002495,4.7e-05,0.003754,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,59,0.997333,0.002495,4.6e-05,0.003906,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,60,0.997333,0.002495,4.5e-05,0.004015,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,61,0.997333,0.002495,4.3e-05,0.004448,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,62,0.997333,0.002495,4.3e-05,0.00412,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,63,0.997333,0.002495,4.1e-05,0.003974,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,64,0.997333,0.002495,3.9e-05,0.004006,0.0035,90.8,14.4,0.996667
S2.2_balanced_parens,65,0.997333,0.002495,3.9e-05,0.004526,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,66,0.997333,0.002495,3.9e-05,0.00416,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,67,0.997333,0.002495,3.7e-05,0.004308,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,68,0.997333,0.002495,3.6e-05,0.004115,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,69,0.997333,0.002495,3.4e-05,0.004684,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,70,0.997333,0.002495,3.4e-05,0.004293,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,71,0.997333,0.002495,3.3e-05,0.00425,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,72,0.997333,0.002495,3.2e-05,0.004317,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,73,0.997333,0.002495,3.1e-05,0.00433,0.00325,90.8,14.4,0.996667
S2.2_balanced_parens,74,0.997333,0.002495,3e-05,0.004623,0.003,90.8,14.4,0.996667
S2.2_balanced_parens,75,0.997333,0.002495,3e-05,0.004734,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,76,0.997333,0.002495,2.9e-05,0.004477,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,77,0.997333,0.002495,2.8e-05,0.004429,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,78,0.997333,0.002495,2.8e-05,0.004488,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,79,0.997333,0.002495,2.8e-05,0.004605,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,80,0.997333,0.002495,2.7e-05,0.004689,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,81,0.997333,0.002495,2.7e-05,0.004894,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,82,0.997333,0.002495,2.6e-05,0.005107,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,83,0.997333,0.002495,2.6e-05,0.00463,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,84,0.997333,0.002495,2.6e-05,0.004628,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,85,0.997333,0.002495,2.5e-05,0.004939,0.00275,90.8,14.4,0.996667
S2.2_balanced_parens,86,0.997333,0.002495,2.5e-05,0.00498,0.002625,90.8,14.4,0.996667
S2.2_balanced_parens,87,0.997333,0.002495,2.4e-05,0.004785,0.002625,90.8,14.4,0.996667
S2.2_balanced_parens,88,0.997333,0.002495,2.4e-05,0.004975,0.002625,90.8,14.4,0.996667
S2.2_balanced_parens,89,0.997333,0.002495,2.3e-05,0.004956,0.002625,90.8,14.4,0.996667
S2.2_balanced_parens,90,0.997333,0.002495,2.3e-05,0.004897,0.002625,90.8,14.4,0.996667
S2.2_balanced_parens,91,0.997333,0.002495,2.3e-05,0.005126,0.002625,90.8,14.4,0.996667
S2.2_balanced_parens,92,0.997333,0.002495,2.2e-05,0.005051,0.002625,90.8,14.4,0.996667
S2.2_balanced_parens,93,0.997333,0.002495,2.2e-05,0.005037,0.002125,90.8,14.4,0.996667
S2.2_balanced_parens,94,0.997333,0.002495,2.2e-05,0.005084,0.002125,90.8,14.4,0.996667
S2.2_balanced_parens,95,0.997333,0.002495,2.2e-05,0.005254,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,96,0.996667,0.002108,2.2e-05,0.005164,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,97,0.997333,0.002495,2.1e-05,0.005228,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,98,0.997333,0.002495,2.1e-05,0.00517,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,99,0.997333,0.002495,2.1e-05,0.005206,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,100,0.997333,0.002495,2.1e-05,0.005085,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,101,0.997333,0.002495,2e-05,0.005109,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,102,0.997333,0.002495,2e-05,0.005306,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,103,0.997333,0.002495,2e-05,0.005305,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,104,0.997333,0.002495,2e-05,0.005359,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,105,0.997333,0.002495,1.9e-05,0.00525,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,106,0.996667,0.002108,1.9e-05,0.005265,0.002,90.8,14.4,0.996667
S2.2_balanced_parens,107,0.997333,0.002495,1.9e-05,0.005341,0.0019375,90.8,14.4,0.996667
S2.2_balanced_parens,108,0.997333,0.002495,1.9e-05,0.005233,0.0019375,90.8,14.4,0.996667
S2.2_balanced_parens,109,0.996667,0.002108,1.9e-05,0.005247,0.0019375,90.8,14.4,0.996667
S2.2_balanced_parens,110,0.997333,0.002495,1.8e-05,0.005209,0.0019375,90.8,14.4,0.996667
S2.2_balanced_parens,111,0.996667,0.002108,1.8e-05,0.005309,0.0019375,90.8,14.4,0.996667
S2.2_balanced_parens,112,0.996667,0.002108,1.8e-05,0.00541,0.0019375,90.8,14.4,0.996667
S2.2_balanced_parens,113,0.997333,0.002495,1.8e-05,0.005486,0.0019375,90.8,14.4,0.996667
S2.2_balanced_parens,114,0.996667,0.002108,1.8e-05,0.005287,0.0016875,90.8,14.4,0.996667
S2.2_balanced_parens,115,0.996667,0.002108,1.7e-05,0.005237,0.0016875,90.8,14.4,0.996667
S2.2_balanced_parens,116,0.996667,0.002108,1.7e-05,0.005495,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,117,0.996667,0.002108,1.7e-05,0.005524,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,118,0.996667,0.002108,1.7e-05,0.005494,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,119,0.996667,0.002108,1.7e-05,0.005455,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,120,0.996667,0.002108,1.7e-05,0.005446,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,121,0.996667,0.002108,1.7e-05,0.005499,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,122,0.996667,0.002108,1.7e-05,0.005443,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,123,0.996667,0.002108,1.6e-05,0.005512,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,124,0.996667,0.002108,1.6e-05,0.005545,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,125,0.996667,0.002108,1.6e-05,0.00555,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,126,0.996667,0.002108,1.6e-05,0.005547,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,127,0.996667,0.002108,1.6e-05,0.005549,0.001625,90.8,14.4,0.996667
S2.2_balanced_parens,128,0.996667,0.002108,1.6e-05,0.005561,0.00159375,90.8,14.4,0.996667
S2.2_balanced_parens,129,0.996667,0.002108,1.5e-05,0.005534,0.00159375,90.8,14.4,0.996667
S2.2_balanced_parens,130,0.996667,0.002108,1.5e-05,0.005593,0.00159375,90.8,14.4,0.996667
S2.2_balanced_parens,131,0.996667,0.002108,1.5e-05,0.005592,0.00159375,90.8,14.4,0.996667
S2.2_balanced_parens,132,0.996667,0.002108,1.5e-05,0.00562,0.00159375,90.8,14.4,0.996667
S2.2_balanced_parens,133,0.996667,0.002108,1.5e-05,0.005602,0.00159375,90.8,14.4,0.996667
S2.2_balanced_parens,134,0.996667,0.002108,1.5e-05,0.005597,0.00159375,90.8,14.4,0.996667
S2.2_balanced_parens,135,0.996667,0.002108,1.5e-05,0.005655,0.00146875,90.8,14.4,0.996667
S2.2_balanced_parens,136,0.996667,0.002108,1.5e-05,0.005631,0.00146875,90.8,14.4,0.996667
S2.2_balanced_parens,137,0.996667,0.002108,1.4e-05,0.005643,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,138,0.996667,0.002108,1.4e-05,0.005581,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,139,0.996667,0.002108,1.4e-05,0.00556,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,140,0.996667,0.002108,1.4e-05,0.005587,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,141,0.996667,0.002108,1.4e-05,0.005584,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,142,0.996667,0.002108,1.4e-05,0.005605,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,143,0.996667,0.002108,1.4e-05,0.005618,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,144,0.996667,0.002108,1.4e-05,0.005642,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,145,0.996667,0.002108,1.4e-05,0.005654,0.0014375,90.8,14.4,0.996667
S2.2_balanced_parens,146,0.996667,0.002108,1.4e-05,0.005614,0.0014375,90.8,14.4,0.996667
